P1	P2	P3	P4	path	fa	ncbi.path	ucsc.path
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus Bmb9393	genomes/Bacteria/Stap_aure_Bmb9393/	Stap_aure_Bmb9393	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/345/GCA_000418345.1_ASM41834v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus CA-347	genomes/Bacteria/Stap_aure_CA_347/	Stap_aure_CA_347	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/775/GCA_000412775.1_ASM41277v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus FCFHV36	genomes/Bacteria/Stap_aure_FCFHV36/	Stap_aure_FCFHV36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/225/GCA_000969225.1_ASM96922v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus ILRI Eymole1/1	genomes/Bacteria/Stap_aure_ILRI_Eymole1_1/	Stap_aure_ILRI_Eymole1_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/255/GCA_000953255.1_Staphylococcus_aureus_Sa_ILRI_217	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus M1	genomes/Bacteria/Stap_aure_M1/	Stap_aure_M1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/745/GCA_000367745.1_ASM36774v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus NRS 100	genomes/Bacteria/Stap_aure_NRS_100/	Stap_aure_NRS_100	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/615/GCA_000626615.1_ASM62661v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus RF122	genomes/Bacteria/Stap_aure_RF122/	Stap_aure_RF122	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/005/GCA_000009005.1_ASM900v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus SA17 S6	genomes/Bacteria/Stap_aure_SA17_S6/	Stap_aure_SA17_S6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/205/GCA_000934205.1_ASM93420v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus 11819-97	genomes/Bacteria/Stap_aure_aureus_11819_97/	Stap_aure_aureus_11819_97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/235/GCA_000239235.1_ASM23923v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus 55/2053	genomes/Bacteria/Stap_aure_aureus_55_2053/	Stap_aure_aureus_55_2053	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/335/GCA_000160335.2_ASM16033v2	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus 6850	genomes/Bacteria/Stap_aure_aureus_6850/	Stap_aure_aureus_6850	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/462/955/GCA_000462955.1_ASM46295v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus 71193	genomes/Bacteria/Stap_aure_aureus_71193/	Stap_aure_aureus_71193	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/685/GCA_000258685.1_ASM25868v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ATCC 25923	genomes/Bacteria/Stap_aure_aureus_ATCC_25923/	Stap_aure_aureus_ATCC_25923	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/205/GCA_000756205.1_ASM75620v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus CN1	genomes/Bacteria/Stap_aure_aureus_CN1/	Stap_aure_aureus_CN1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/055/GCA_000463055.1_ASM46305v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus COL	genomes/Bacteria/Stap_aure_aureus_COL/	Stap_aure_aureus_COL	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/045/GCA_000012045.1_ASM1204v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ECT-R 2	genomes/Bacteria/Stap_aure_aureus_ECT_R_2/	Stap_aure_aureus_ECT_R_2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/135/GCA_000253135.1_ASM25313v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ED133	genomes/Bacteria/Stap_aure_aureus_ED133/	Stap_aure_aureus_ED133	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/315/GCA_000210315.1_ASM21031v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ED98	genomes/Bacteria/Stap_aure_aureus_ED98/	Stap_aure_aureus_ED98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/585/GCA_000024585.1_ASM2458v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus FORC 001	genomes/Bacteria/Stap_aure_aureus_FORC_001/	Stap_aure_aureus_FORC_001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/025/GCA_000772025.1_ASM77202v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus Gv69	genomes/Bacteria/Stap_aure_aureus_Gv69/	Stap_aure_aureus_Gv69	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/575/GCA_000769575.1_ASM76957v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus H-EMRSA-15	genomes/Bacteria/Stap_aure_aureus_H_EMRSA_15/	Stap_aure_aureus_H_EMRSA_15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/215/GCA_000695215.1_ASM69521v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus HO 5096 0412	genomes/Bacteria/Stap_aure_aureus_HO_5096_0412/	Stap_aure_aureus_HO_5096_0412	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/535/GCA_000284535.1_ASM28453v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus JH1	genomes/Bacteria/Stap_aure_aureus_JH1/	Stap_aure_aureus_JH1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/125/GCA_000017125.1_ASM1712v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus JH9	genomes/Bacteria/Stap_aure_aureus_JH9/	Stap_aure_aureus_JH9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/805/GCA_000016805.1_ASM1680v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus JKD6159	genomes/Bacteria/Stap_aure_aureus_JKD6159/	Stap_aure_aureus_JKD6159	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/144/955/GCA_000144955.1_ASM14495v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus LGA251	genomes/Bacteria/Stap_aure_aureus_LGA251/	Stap_aure_aureus_LGA251	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/265/GCA_000237265.1_ASM23726v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus M013	genomes/Bacteria/Stap_aure_aureus_M013/	Stap_aure_aureus_M013	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/125/GCA_000237125.1_ASM23712v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus MRSA252	genomes/Bacteria/Stap_aure_aureus_MRSA252/	Stap_aure_aureus_MRSA252	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/505/GCA_000011505.1_ASM1150v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus MSHR1132	genomes/Bacteria/Stap_aure_aureus_MSHR1132/	Stap_aure_aureus_MSHR1132	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/925/GCA_000236925.1_ASM23692v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus MSSA476	genomes/Bacteria/Stap_aure_aureus_MSSA476/	Stap_aure_aureus_MSSA476	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/525/GCA_000011525.1_ASM1152v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus Mu3	genomes/Bacteria/Stap_aure_aureus_Mu3/	Stap_aure_aureus_Mu3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/445/GCA_000010445.1_ASM1044v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus Mu50	genomes/Bacteria/Stap_aure_aureus_Mu50/	Stap_aure_aureus_Mu50	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/665/GCA_000009665.1_ASM966v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus MW2	genomes/Bacteria/Stap_aure_aureus_MW2/	Stap_aure_aureus_MW2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/265/GCA_000011265.1_ASM1126v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus N315	genomes/Bacteria/Stap_aure_aureus_N315/	Stap_aure_aureus_N315	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/645/GCA_000009645.1_ASM964v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus NCTC 8325	genomes/Bacteria/Stap_aure_aureus_NCTC_8325/	Stap_aure_aureus_NCTC_8325	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/425/GCA_000013425.1_ASM1342v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus SA268	genomes/Bacteria/Stap_aure_aureus_SA268/	Stap_aure_aureus_SA268	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/615/GCA_000737615.1_ASM73761v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus SA40	genomes/Bacteria/Stap_aure_aureus_SA40/	Stap_aure_aureus_SA40	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/865/GCA_000470865.1_ASM47086v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus SA957	genomes/Bacteria/Stap_aure_aureus_SA957/	Stap_aure_aureus_SA957	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/845/GCA_000470845.1_ASM47084v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000382965.1	genomes/Bacteria/Stap_aure_aureus_ST228/	Stap_aure_aureus_ST228	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/965/GCA_000382965.1_ASM38296v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000382985.1	genomes/Bacteria/Stap_aure_aureus_ST228_1/	Stap_aure_aureus_ST228_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/985/GCA_000382985.1_ASM38298v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000383005.1	genomes/Bacteria/Stap_aure_aureus_ST228_2/	Stap_aure_aureus_ST228_2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/383/005/GCA_000383005.1_ASM38300v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000967325.1	genomes/Bacteria/Stap_aure_aureus_ST228_3/	Stap_aure_aureus_ST228_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/325/GCA_000967325.1_ASM96732v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000967345.1	genomes/Bacteria/Stap_aure_aureus_ST228_4/	Stap_aure_aureus_ST228_4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/345/GCA_000967345.1_ASM96734v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000967365.1	genomes/Bacteria/Stap_aure_aureus_ST228_5/	Stap_aure_aureus_ST228_5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/365/GCA_000967365.1_ASM96736v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000967385.1	genomes/Bacteria/Stap_aure_aureus_ST228_6/	Stap_aure_aureus_ST228_6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/385/GCA_000967385.1_ASM96738v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST228_GCA_000967405.1	genomes/Bacteria/Stap_aure_aureus_ST228_7/	Stap_aure_aureus_ST228_7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/405/GCA_000967405.1_ASM96740v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST398_GCA_000009585.1	genomes/Bacteria/Stap_aure_aureus_ST398/	Stap_aure_aureus_ST398	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/585/GCA_000009585.1_ASM958v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus ST772-MRSA-V DAR4145	genomes/Bacteria/Stap_aure_aureus_ST772_MRSA_V_DAR4145/	Stap_aure_aureus_ST772_MRSA_V_DAR4145	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/035/GCA_000828035.1_ASM82803v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus str. JKD6008	genomes/Bacteria/Stap_aure_aureus_JKD6008/	Stap_aure_aureus_JKD6008	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/595/GCA_000145595.1_ASM14559v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus str. Newman	genomes/Bacteria/Stap_aure_aureus_Newman/	Stap_aure_aureus_Newman	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/465/GCA_000010465.1_ASM1046v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus T0131	genomes/Bacteria/Stap_aure_aureus_T0131/	Stap_aure_aureus_T0131	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/665/GCA_000204665.1_ASM20466v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus TCH60	genomes/Bacteria/Stap_aure_aureus_TCH60/	Stap_aure_aureus_TCH60	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/535/GCA_000159535.2_ASM15953v2	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus TW20	genomes/Bacteria/Stap_aure_aureus_TW20/	Stap_aure_aureus_TW20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/045/GCA_000027045.1_ASM2704v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus USA300 FPR3757	genomes/Bacteria/Stap_aure_aureus_USA300_FPR3757/	Stap_aure_aureus_USA300_FPR3757	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/465/GCA_000013465.1_ASM1346v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus USA300 TCH1516	genomes/Bacteria/Stap_aure_aureus_USA300_TCH1516/	Stap_aure_aureus_USA300_TCH1516	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/085/GCA_000017085.1_ASM1708v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus VC40	genomes/Bacteria/Stap_aure_aureus_VC40/	Stap_aure_aureus_VC40	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/495/GCA_000245495.1_ASM24549v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus subsp. aureus Z172	genomes/Bacteria/Stap_aure_aureus_Z172/	Stap_aure_aureus_Z172	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/885/GCA_000485885.1_ASM48588v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus UA-S391 USA300	genomes/Bacteria/Stap_aure_UA_S391_USA300/	Stap_aure_UA_S391_USA300	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/875/GCA_000695875.1_ASM69587v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus USA300-ISMMS1	genomes/Bacteria/Stap_aure_USA300_ISMMS1/	Stap_aure_USA300_ISMMS1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/568/455/GCA_000568455.1_ASM56845v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus aureus XN108	genomes/Bacteria/Stap_aure_XN108/	Stap_aure_XN108	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/475/GCA_000709475.1_ASM70947v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus carnosus subsp. carnosus TM300	genomes/Bacteria/Stap_carn_carnosus_TM300/	Stap_carn_carnosus_TM300	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/405/GCA_000009405.1_ASM940v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus epidermidis 949 S8	genomes/Bacteria/Stap_epid_949_S8/	Stap_epid_949_S8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/225/GCA_000934225.1_ASM93422v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus epidermidis ATCC 12228	genomes/Bacteria/Stap_epid_ATCC_12228/	Stap_epid_ATCC_12228	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/645/GCA_000007645.1_ASM764v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus epidermidis PM221	genomes/Bacteria/Stap_epid_PM221/	Stap_epid_PM221	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/035/GCA_000751035.1_PM221	none
Bacteria	Firmicutes	Bacilli	Staphylococcus epidermidis RP62A	genomes/Bacteria/Stap_epid_RP62A/	Stap_epid_RP62A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/925/GCA_000011925.1_ASM1192v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus epidermidis SEI	genomes/Bacteria/Stap_epid_SEI/	Stap_epid_SEI	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/555/GCA_000759555.1_ASM75955v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus haemolyticus JCSC1435	genomes/Bacteria/Stap_haem_JCSC1435/	Stap_haem_JCSC1435	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/865/GCA_000009865.1_ASM986v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus haemolyticus Sh29/312/L2	genomes/Bacteria/Stap_haem_Sh29_312_L2/	Stap_haem_Sh29_312_L2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/725/GCA_000972725.1_ASM97272v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus hyicus ATCC 11249	genomes/Bacteria/Stap_hyic_ATCC_11249/	Stap_hyic_ATCC_11249	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/085/GCA_000816085.1_ASM81608v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus lugdunensis HKU09-01	genomes/Bacteria/Stap_lugd_HKU09_01/	Stap_lugd_HKU09_01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/085/GCA_000025085.1_ASM2508v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus lugdunensis N920143	genomes/Bacteria/Stap_lugd_N920143/	Stap_lugd_N920143	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/465/GCA_000270465.1_ASM27046v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus pasteuri SP1	genomes/Bacteria/Stap_past_SP1/	Stap_past_SP1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/875/GCA_000494875.1_ASM49487v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus pseudintermedius E140	genomes/Bacteria/Stap_pseu_E140/	Stap_pseu_E140	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/478/385/GCA_000478385.1_MRSP_E140_v1.0	none
Bacteria	Firmicutes	Bacilli	Staphylococcus pseudintermedius ED99	genomes/Bacteria/Stap_pseu_ED99/	Stap_pseu_ED99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/495/GCA_000189495.1_ASM18949v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus pseudintermedius HKU10-03	genomes/Bacteria/Stap_pseu_HKU10_03/	Stap_pseu_HKU10_03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/885/GCA_000185885.1_ASM18588v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	genomes/Bacteria/Stap_sapr_saprophyticus_ATCC_15305/	Stap_sapr_saprophyticus_ATCC_15305	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/125/GCA_000010125.1_ASM1012v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus warneri SG1	genomes/Bacteria/Stap_warn_SG1/	Stap_warn_SG1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/735/GCA_000332735.1_ASM33273v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus xylosus HKUOPL8	genomes/Bacteria/Stap_xylo_HKUOPL8/	Stap_xylo_HKUOPL8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/685/GCA_000706685.1_ASM70668v1	none
Bacteria	Firmicutes	Bacilli	Staphylococcus xylosus SMQ-121	genomes/Bacteria/Stap_xylo_SMQ_121/	Stap_xylo_SMQ_121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/415/GCA_000709415.1_ASM70941v1	none
Bacteria	Proteobacteria	Alphaproteobacteria	Starkeya novella DSM 506	genomes/Bacteria/Star_nove_DSM_506/	Star_nove_DSM_506	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/925/GCA_000092925.1_ASM9292v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Stenotrophomonas maltophilia 13637	genomes/Bacteria/Sten_malt_13637/	Sten_malt_13637	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/995/GCA_000742995.1_ASM74299v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Stenotrophomonas maltophilia D457	genomes/Bacteria/Sten_malt_D457/	Sten_malt_D457	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/595/GCA_000284595.1_ASM28459v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Stenotrophomonas maltophilia JV3	genomes/Bacteria/Sten_malt_JV3/	Sten_malt_JV3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/885/GCA_000223885.1_ASM22388v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Stenotrophomonas maltophilia K279a	genomes/Bacteria/Sten_malt_K279a/	Sten_malt_K279a	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/072/485/GCA_000072485.1_ASM7248v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Stenotrophomonas maltophilia R551-3	genomes/Bacteria/Sten_malt_R551_3/	Sten_malt_R551_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/665/GCA_000020665.1_ASM2066v1	none
Bacteria	Proteobacteria	Gammaproteobacteria	Stenotrophomonas rhizophila DSM14405	genomes/Bacteria/Sten_rhiz_DSM14405/	Sten_rhiz_DSM14405	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/661/955/GCA_000661955.1_ASM66195v1	none
Bacteria	Proteobacteria	Deltaproteobacteria	Stigmatella aurantiaca DW4/3-1	genomes/Bacteria/Stig_aura_DW4_3_1/	Stig_aura_DW4_3_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/485/GCA_000165485.1_ASM16548v1	none
Bacteria	Fusobacteria	Fusobacteriales	Streptobacillus moniliformis DSM 12112	genomes/Bacteria/Stre_moni_DSM_12112/	Stre_moni_DSM_12112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/565/GCA_000024565.1_ASM2456v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae 09mas018883	genomes/Bacteria/Stre_agal_09mas018883/	Stre_agal_09mas018883	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/427/035/GCA_000427035.1_09mas018883	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae 138P	genomes/Bacteria/Stre_agal_138P/	Stre_agal_138P	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/965/GCA_000599965.1_ASM59996v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae 138spar	genomes/Bacteria/Stre_agal_138spar/	Stre_agal_138spar	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/636/115/GCA_000636115.1_ASM63611v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae 2-22	genomes/Bacteria/Stre_agal_2_22/	Stre_agal_2_22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/445/GCA_000967445.1_ASM96744v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae 2603V/R	genomes/Bacteria/Stre_agal_2603V_R/	Stre_agal_2603V_R	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/265/GCA_000007265.1_ASM726v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae A909	genomes/Bacteria/Stre_agal_A909/	Stre_agal_A909	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/705/GCA_000012705.1_ASM1270v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae CNCTC 10/84	genomes/Bacteria/Stre_agal_CNCTC_10_84/	Stre_agal_CNCTC_10_84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/782/855/GCA_000782855.1_ASM78285v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae COH1	genomes/Bacteria/Stre_agal_COH1/	Stre_agal_COH1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/689/235/GCA_000689235.1_GBCO_p1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae GBS1-NY	genomes/Bacteria/Stre_agal_GBS1_NY/	Stre_agal_GBS1_NY	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/145/GCA_000831145.1_ASM83114v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae GBS2-NM	genomes/Bacteria/Stre_agal_GBS2_NM/	Stre_agal_GBS2_NM	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/125/GCA_000831125.1_ASM83112v1	none
Bacteria	Firmicutes	Bacilli	Streptococcus agalactiae GBS6	genomes/Bacteria/Stre_agal_GBS6/	Stre_agal_GBS6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/105/GCA_000831105.1_ASM83110v1	none
